"","p","s","d","v","el","vp","klast"
"7172",0.55,6,291,1,136,1.005234765,0
"7173",0.55,8,291,1,136,1.009706928,0
"7174",0.55,7,291,0,136,0.989719264,0
"7175",0.55,7,291,1,136,1.005651377,0
"7176",0.55,8,291,1,136,1.006030934,0
"7177",0.55,8,291,0,136,0.994310378,0
"7178",0.55,8,291,0,136,1.004102027,0
"7179",0.55,8,291,0,136,0.994361128,0
"7180",0.55,8,291,0,136,1.000593414,0
"7181",0.55,6,291,0,136,1.00031633,0
"7182",0.55,6,296,0,136,1.003429375,0
"7183",0.55,7,296,0,136,0.994745487,0
"7184",0.55,8,296,0,136,0.98004976,0
"7185",0.55,7,296,0,136,0.977659523,0
"7186",0.55,8,296,0,136,1.004914268,0
"7187",0.55,8,296,0,136,1.001194565,0
"7188",0.55,8,296,0,136,1.000379928,0
"7189",0.55,8,296,0,136,0.999884469,0
"7190",0.55,8,296,0,136,1.003356873,0
"7191",0.55,8,296,1,136,1.012719902,0
"7192",0.55,6,301,1,136,1.02986062,0
"7193",0.55,6,301,1,136,1.031119671,0
"7194",0.55,7,301,0,136,0.982299222,0
"7195",0.55,7,301,0,136,0.980315567,0
"7196",0.55,7,301,1,136,1.005351697,0
"7197",0.55,8,301,0,136,1.003154678,0
"7198",0.55,8,301,0,136,1.002311429,0
"7199",0.55,8,301,1,136,1.006779431,0
"7200",0.55,7,301,0,136,0.998578664,0
"7201",0.55,8,301,0,136,0.996872172,0
"7202",0.55,6,306,1,136,1.0070072,0
"7203",0.55,6,306,1,136,1.027196863,0
"7204",0.55,6,306,1,136,1.017346964,0
"7205",0.55,6,306,0,136,0.990156534,0
"7206",0.55,7,306,1,136,1.006079888,0
"7207",0.55,8,306,0,136,1.00498704,0
"7208",0.55,8,306,0,136,1.003295947,0
"7209",0.55,8,306,0,136,0.999301863,0
"7210",0.55,6,306,0,136,0.983726837,0
"7211",0.55,8,306,0,136,1.000150415,0
"7212",0.55,6,311,1,136,1.006995619,0
"7213",0.55,6,311,1,136,1.027944239,0
"7214",0.55,6,311,0,136,0.994866879,0
"7215",0.55,6,311,0,136,0.998949521,0
"7216",0.55,6,311,1,136,1.006669773,0
"7217",0.55,7,311,1,136,1.018597902,0
"7218",0.55,8,311,1,136,1.010772121,0
"7219",0.55,8,311,1,136,1.009484155,0
"7220",0.55,8,311,1,136,1.016985859,0
"7221",0.55,8,311,0,136,1.002039788,0
"7222",0.55,6,316,1,136,1.00751969,0
"7223",0.55,7,316,1,136,1.029288535,0
"7224",0.55,7,316,1,136,1.005598016,0
"7225",0.55,7,316,0,136,1.002676326,0
"7226",0.55,6,316,1,136,1.006425262,0
"7227",0.55,7,316,1,136,1.006675502,0
"7228",0.55,7,316,1,136,1.015589233,0
"7229",0.55,9,316,1,136,1.010332477,0
"7230",0.55,8,316,0,136,1.00432826,0
"7231",0.55,8,316,1,136,1.009643837,0
"7232",0.55,6,321,1,136,1.007362195,0
"7233",0.55,6,321,1,136,1.029298008,0
"7234",0.55,6,321,1,136,1.005132992,0
"7235",0.55,6,321,1,136,1.005842011,0
"7236",0.55,8,321,0,136,0.994074883,0
"7237",0.55,8,321,0,136,1.00159556,0
"7238",0.55,7,321,1,136,1.007044038,0
"7239",0.55,7,321,1,136,1.013561303,0
"7240",0.55,7,321,1,136,1.012866173,0
"7241",0.55,8,321,1,136,1.016728897,0
"7242",0.55,6,326,1,136,1.006317587,0
"7243",0.55,6,326,1,136,1.028774652,0
"7244",0.55,6,326,0,136,1.004862878,0
"7245",0.55,6,326,1,136,1.011992999,0
"7246",0.55,6,326,0,136,0.982197861,0
"7247",0.55,7,326,0,136,1.00462135,0
"7248",0.55,7,326,0,136,1.003222547,0
"7249",0.55,7,326,1,136,1.013782012,0
"7250",0.55,7,326,1,136,1.016445756,0
"7251",0.55,6,326,1,136,1.009053066,0
"7252",0.55,6,331,1,136,1.005197015,0
"7253",0.55,6,331,1,136,1.030143338,0
"7254",0.55,6,331,0,136,1.004130861,0
"7255",0.55,6,331,1,136,1.028229613,0
"7256",0.55,6,331,0,136,0.982235573,0
"7257",0.55,6,331,0,136,1.003781005,0
"7258",0.55,8,331,0,136,1.004376989,0
"7259",0.55,7,331,1,136,1.015849262,0
"7260",0.55,6,331,1,136,1.01631512,0
"7261",0.55,6,331,1,136,1.027968301,0
"7262",0.55,6,336,0,136,1.004980432,0
"7263",0.55,6,336,1,136,1.02933204,0
"7264",0.55,6,336,0,136,1.003993826,0
"7265",0.55,6,336,1,136,1.02723025,0
"7266",0.55,6,336,0,136,0.999927057,0
"7267",0.55,6,336,0,136,1.00420111,0
"7268",0.55,6,336,0,136,1.003406721,0
"7269",0.55,7,336,1,136,1.0127395,0
"7270",0.55,7,336,1,136,1.00831519,0
"7271",0.55,7,336,1,136,1.023267796,0
"7272",0.55,6,341,1,136,1.005001753,0
"7273",0.55,6,341,1,136,1.028645445,0
"7274",0.55,6,341,1,136,1.025280104,0
"7275",0.55,7,341,1,136,1.006911501,0
"7276",0.55,7,341,0,136,0.993412863,0
"7277",0.55,6,341,0,136,1.003977615,0
"7278",0.55,6,341,0,136,1.003872196,0
"7279",0.55,6,341,1,136,1.012675126,0
"7280",0.55,7,341,0,136,0.998600344,0
"7281",0.55,7,341,1,136,1.029647719,0
"7282",0.55,6,346,0,136,0.975067546,0
"7283",0.55,6,346,0,136,0.986292053,0
"7284",0.55,6,346,1,136,1.005187698,0
"7285",0.55,6,346,0,136,1.004176965,0
"7286",0.55,6,346,0,136,1.00488324,0
"7287",0.55,7,346,0,136,0.994766773,0
"7288",0.55,7,346,1,136,1.00684843,0
"7289",0.55,6,346,1,136,1.014305456,0
"7290",0.55,7,346,0,136,1.004210971,0
"7291",0.55,7,346,1,136,1.005373453,0
"7292",0.55,6,351,0,136,0.986984366,0
"7293",0.55,6,351,0,136,0.984902854,0
"7294",0.55,6,351,0,136,0.983844048,0
"7295",0.55,6,351,1,136,1.005419543,0
"7296",0.55,6,351,1,136,1.024392322,0
"7297",0.55,6,351,0,136,0.976458615,0
"7298",0.55,7,351,1,136,1.009074884,0
"7299",0.55,7,351,1,136,1.015673348,0
"7300",0.55,6,351,0,136,1.004992569,0
"7301",0.55,6,351,1,136,1.008273844,0
"7302",0.55,6,356,0,136,0.965443617,0
"7303",0.55,6,356,0,136,0.986498814,0
"7304",0.55,6,356,0,136,0.984803843,0
"7305",0.55,6,356,1,136,1.006135141,0
"7306",0.55,6,356,1,136,1.025183281,0
"7307",0.55,6,356,1,136,1.005310589,0
"7308",0.55,6,356,1,136,1.012687935,0
"7309",0.55,6,356,0,136,1.004747487,0
"7310",0.55,6,356,1,136,1.021611957,0
"7311",0.55,6,356,1,136,1.007340134,0
"7312",0.55,6,361,0,136,0.968230206,0
"7313",0.55,6,361,0,136,0.9875395,0
"7314",0.55,6,361,0,136,0.986179655,0
"7315",0.55,6,361,0,136,1.003831618,0
"7316",0.55,6,361,1,136,1.006290066,0
"7317",0.55,6,361,1,136,1.006083168,0
"7318",0.55,6,361,1,136,1.012261588,0
"7319",0.55,6,361,1,136,1.005348823,0
"7320",0.55,6,361,1,136,1.032516591,0
"7321",0.55,6,361,0,136,1.004503052,0
"7322",0.55,6,366,0,136,0.986447305,0
"7323",0.55,6,366,0,136,1.004429691,0
"7324",0.55,6,366,0,136,1.00408506,0
"7325",0.55,6,366,0,136,1.003965129,0
"7326",0.55,6,366,0,136,1.003664357,0
"7327",0.55,6,366,1,136,1.006786822,0
"7328",0.55,6,366,1,136,1.011695596,0
"7329",0.55,6,366,1,136,1.005432554,0
"7330",0.55,6,366,1,136,1.027307807,0
"7331",0.55,6,366,1,136,1.024598278,0
"7332",0.55,6,371,0,136,0.998706232,0
"7333",0.55,6,371,0,136,0.998981801,0
"7334",0.55,6,371,0,136,1.004044719,0
"7335",0.55,6,371,0,136,1.004283033,0
"7336",0.55,6,371,0,136,1.004203699,0
"7337",0.55,6,371,0,136,1.003765579,0
"7338",0.55,6,371,0,136,0.989872703,0
"7339",0.55,6,371,0,136,1.003327447,0
"7340",0.55,6,371,1,136,1.029328473,0
"7341",0.55,6,371,1,136,1.005304559,0
"7342",0.55,6,376,0,136,0.994067306,0
"7343",0.55,6,376,0,136,0.986087694,0
"7344",0.55,6,376,0,136,1.004301964,0
"7345",0.55,6,376,0,136,1.004475219,0
"7346",0.55,6,376,0,136,1.004417516,0
"7347",0.55,6,376,0,136,1.004187299,0
"7348",0.55,6,376,0,136,0.987098045,0
"7349",0.55,6,376,0,136,0.988256044,0
"7350",0.55,6,376,1,136,1.033502337,0
"7351",0.55,6,376,1,136,1.005757121,0
"7352",0.55,6,381,0,136,1.002955063,0
"7353",0.55,6,381,0,136,0.985663183,0
"7354",0.55,6,381,0,136,1.0042896,0
"7355",0.55,6,381,0,136,1.004297218,0
"7356",0.55,6,381,0,136,1.004412078,0
"7357",0.55,6,381,0,136,1.004218855,0
"7358",0.55,6,381,1,136,1.006840332,0
"7359",0.55,6,381,0,136,0.987318932,0
"7360",0.55,6,381,1,136,1.031436171,0
"7361",0.55,6,381,0,136,1.002855802,0
"7362",0.55,6,386,1,136,1.007600303,0
"7363",0.55,6,386,0,136,0.99555391,0
"7364",0.55,6,386,0,136,0.998719865,0
"7365",0.55,6,386,0,136,1.004435776,0
"7366",0.55,6,386,0,136,1.004473131,0
"7367",0.55,6,386,0,136,1.00433988,0
"7368",0.55,7,386,1,136,1.006988877,0
"7369",0.55,6,386,0,136,0.985727283,0
"7370",0.55,6,386,1,136,1.033353361,0
"7371",0.55,6,386,1,136,1.005115128,0
"7372",0.55,6,391,1,136,1.006840298,0
"7373",0.55,6,391,0,136,1.003021147,0
"7374",0.55,6,391,0,136,1.003735294,0
"7375",0.55,6,391,0,136,1.004396305,0
"7376",0.55,6,391,0,136,1.00459174,0
"7377",0.55,6,391,0,136,1.004204163,0
"7378",0.55,6,391,0,136,1.00377909,0
"7379",0.55,6,391,0,136,0.986355765,0
"7380",0.55,6,391,1,136,1.033383599,0
"7381",0.55,7,391,0,136,1.004540676,0
"7382",0.55,6,396,0,136,1.002370967,0
"7383",0.55,6,396,1,136,1.033837493,0
"7384",0.55,6,396,1,136,1.006666136,0
"7385",0.55,6,396,0,136,1.004515091,0
"7386",0.55,6,396,0,136,1.004363958,0
"7387",0.55,6,396,0,136,0.986942218,0
"7388",0.55,6,396,0,136,1.003235059,0
"7389",0.55,6,396,0,136,0.985655387,0
"7390",0.55,7,396,1,136,1.037772232,0
"7391",0.55,6,396,1,136,1.040457432,0
"7392",0.55,6,401,0,136,1.002428403,0
"7393",0.55,6,401,1,136,1.033406339,0
"7394",0.55,6,401,0,136,1.002262785,0
"7395",0.55,6,401,1,136,1.005064996,0
"7396",0.55,6,401,1,136,1.005797131,0
"7397",0.55,6,401,0,136,0.986190061,0
"7398",0.55,6,401,1,136,1.005025347,0
"7399",0.55,6,401,1,136,1.00509569,0
"7400",0.55,7,401,1,136,1.006283632,0
"7401",0.55,6,401,1,136,1.006256322,0
"7402",0.55,6,406,0,136,1.002686244,0
"7403",0.55,6,406,1,136,1.032492647,0
"7404",0.55,6,406,0,136,1.002361554,0
"7405",0.55,6,406,0,136,1.002111323,0
"7406",0.55,6,406,0,136,0.998449438,0
"7407",0.55,6,406,1,136,1.005912821,0
"7408",0.55,6,406,0,136,0.986622418,0
"7409",0.55,6,406,1,136,1.006695268,0
"7410",0.55,7,406,1,136,1.006028644,0
"7411",0.55,7,406,1,136,1.006760862,0
"7412",0.55,6,411,0,136,1.003158798,0
"7413",0.55,6,411,1,136,1.033788397,0
"7414",0.55,6,411,0,136,1.001454943,0
"7415",0.55,6,411,0,136,1.002292989,0
"7416",0.55,6,411,0,136,0.992385916,0
"7417",0.55,6,411,1,136,1.007994441,0
"7418",0.55,6,411,0,136,0.979417206,0
"7419",0.55,6,411,1,136,1.006444386,0
"7420",0.55,6,411,1,136,1.006658413,0
"7421",0.55,6,411,1,136,1.005806358,0
"7422",0.55,6,416,0,136,1.003104166,0
"7423",0.55,6,416,1,136,1.035386579,0
"7424",0.55,6,416,0,136,1.001714282,0
"7425",0.55,6,416,0,136,1.001446503,0
"7426",0.55,6,416,0,136,1.001584559,0
"7427",0.55,6,416,0,136,1.004350542,0
"7428",0.55,6,416,0,136,0.985177671,0
"7429",0.55,6,416,1,136,1.007700763,0
"7430",0.55,6,416,1,136,1.006172566,0
"7431",0.55,6,416,1,136,1.006389055,0
"7432",0.55,6,421,0,136,1.001440721,0
"7433",0.55,6,421,1,136,1.031262024,0
"7434",0.55,6,421,0,136,1.001248691,0
"7435",0.55,6,421,0,136,1.001597115,0
"7436",0.55,6,421,0,136,1.001722366,0
"7437",0.55,6,421,0,136,1.002096545,0
"7438",0.55,6,421,0,136,0.984861004,0
"7439",0.55,6,421,0,136,0.985770373,0
"7440",0.55,6,421,0,136,0.996857806,0
"7441",0.55,6,421,1,136,1.005060769,0
"7442",0.55,6,426,0,136,1.000813511,0
"7443",0.55,6,426,1,136,1.029719725,0
"7444",0.55,6,426,0,136,1.001447489,0
"7445",0.55,6,426,0,136,1.000156249,0
"7446",0.55,6,426,0,136,1.001897155,0
"7447",0.55,6,426,0,136,1.001730063,0
"7448",0.55,6,426,0,136,1.001484287,0
"7449",0.55,6,426,0,136,0.985124629,0
"7450",0.55,6,426,0,136,0.996042909,0
"7451",0.55,6,426,1,136,1.006453996,0
"7452",0.55,6,431,0,136,1.002319953,0
"7453",0.55,6,431,1,136,1.029272984,0
"7454",0.55,6,431,0,136,1.000414136,0
"7455",0.55,6,431,0,136,1.000221304,0
"7456",0.55,6,431,0,136,1.00162544,0
"7457",0.55,6,431,0,136,1.0022651,0
"7458",0.55,6,431,0,136,1.002227458,0
"7459",0.55,6,431,0,136,0.99585208,0
"7460",0.55,6,431,0,136,1.004090213,0
"7461",0.55,6,431,0,136,1.004464257,0
"7462",0.55,6,436,0,136,1.004683753,0
"7463",0.55,6,436,0,136,1.004963865,0
"7464",0.55,6,436,0,136,1.003849003,0
"7465",0.55,6,436,0,136,1.003980412,0
"7466",0.55,6,436,0,136,1.00322457,0
"7467",0.55,6,436,0,136,1.000436926,0
"7468",0.55,6,436,0,136,1.000102262,0
"7469",0.55,6,436,1,136,1.019147942,0
"7470",0.55,6,436,0,136,1.004549004,0
"7471",0.55,6,436,0,136,1.003676984,0
"7472",0.55,6,441,0,136,1.004959041,0
"7473",0.55,6,441,0,136,1.004836361,0
"7474",0.55,6,441,0,136,1.003703611,0
"7475",0.55,6,441,0,136,1.004072572,0
"7476",0.55,6,441,0,136,1.003426916,0
"7477",0.55,6,441,0,136,1.001085,0
"7478",0.55,6,441,0,136,1.000143432,0
"7479",0.55,6,441,0,136,1.00261457,0
"7480",0.55,6,441,0,136,1.001449206,0
"7481",0.55,6,441,1,136,1.008447129,0
"7482",0.55,6,446,1,136,1.005089785,0
"7483",0.55,6,446,0,136,1.004588471,0
"7484",0.55,6,446,0,136,1.004471154,0
"7485",0.55,6,446,0,136,1.004236635,0
"7486",0.55,6,446,0,136,1.003814675,0
"7487",0.55,6,446,0,136,1.004272007,0
"7488",0.55,6,446,0,136,1.003812906,0
"7489",0.55,6,446,1,136,1.022772813,0
"7490",0.55,6,446,0,136,1.001366455,0
"7491",0.55,6,446,0,136,1.004403136,0
"7492",0.55,6,451,0,136,1.002173571,0
"7493",0.55,6,451,0,136,1.002048824,0
"7494",0.55,6,451,0,136,1.001436963,0
"7495",0.55,6,451,0,136,1.001055171,0
"7496",0.55,6,451,0,136,1.000631361,0
"7497",0.55,6,451,0,136,1.000984306,0
"7498",0.55,6,451,0,136,1.003664726,0
"7499",0.55,6,451,0,136,0.97161824,0
"7500",0.55,6,451,0,136,1.004166966,0
"7501",0.55,6,451,0,136,1.004070293,0
"7502",0.55,6,456,1,136,1.008196945,0
"7503",0.55,6,456,0,136,1.001915004,0
"7504",0.55,6,456,0,136,1.00131214,0
"7505",0.55,6,456,0,136,1.001102034,0
"7506",0.55,6,456,0,136,1.000510217,0
"7507",0.55,6,456,0,136,1.000736869,0
"7508",0.55,6,456,0,136,1.000383657,0
"7509",0.55,6,456,0,136,0.974083642,0
"7510",0.55,6,456,0,136,1.004153751,0
"7511",0.55,6,456,0,136,1.004206029,0
"7512",0.55,6,461,1,136,1.009932008,0
"7513",0.55,6,461,1,136,1.009737361,0
"7514",0.55,6,461,1,136,1.009225402,0
"7515",0.55,6,461,1,136,1.008597579,0
"7516",0.55,6,461,0,136,1.004192434,0
"7517",0.55,6,461,0,136,1.002516915,0
"7518",0.55,6,461,0,136,1.001836363,0
"7519",0.55,6,461,0,136,0.974406331,0
"7520",0.55,6,461,0,136,0.99947488,0
"7521",0.55,6,461,0,136,0.99943392,0
"7522",0.55,6,466,1,136,1.010078571,0
"7523",0.55,6,466,1,136,1.009935208,0
"7524",0.55,6,466,1,136,1.009147781,0
"7525",0.55,6,466,1,136,1.008828779,0
"7526",0.55,6,466,0,136,0.996986422,0
