"","p","s","d","v","el","vp","klast"
"1839",0.55,9,361,1,61,1.005915965,0
"1840",0.55,8,361,1,61,1.021815485,0
"1841",0.55,8,366,1,61,1.005033962,0
"1842",0.55,8,366,1,61,1.005775245,0
"1843",0.55,8,366,1,61,1.005245314,0
"1844",0.55,9,366,0,61,0.998673633,0
"1845",0.55,7,366,0,61,0.998021498,0
"1846",0.55,8,366,1,61,1.010652147,0
"1847",0.55,9,366,0,61,0.994005116,0
"1848",0.55,7,366,0,61,0.997368942,0
"1849",0.55,9,366,1,61,1.005877268,0
"1850",0.55,8,366,1,61,1.022155708,0
"1851",0.55,8,371,0,61,1.004879221,0
"1852",0.55,9,371,1,61,1.005518667,0
"1853",0.55,9,371,0,61,1.004672962,0
"1854",0.55,9,371,0,61,0.998924285,0
"1855",0.55,9,371,0,61,0.996244599,0
"1856",0.55,10,371,1,61,1.011058864,0
"1857",0.55,11,371,0,61,0.996170897,0
"1858",0.55,7,371,0,61,0.997132165,0
"1859",0.55,9,371,1,61,1.005830723,0
"1860",0.55,8,371,1,61,1.021793535,0
"1861",0.55,8,376,0,61,1.004702056,0
"1862",0.55,9,376,1,61,1.005599538,0
"1863",0.55,9,376,0,61,1.004642706,0
"1864",0.55,9,376,0,61,0.999175521,0
"1865",0.55,8,376,0,61,0.998798689,0
"1866",0.55,9,376,1,61,1.011866036,0
"1867",0.55,9,376,0,61,0.993498673,0
"1868",0.55,8,376,0,61,0.997801473,0
"1869",0.55,9,376,1,61,1.005778145,0
"1870",0.55,8,376,1,61,1.022733821,0
"1871",0.55,9,381,1,61,1.005551194,0
"1872",0.55,9,381,1,61,1.005481758,0
"1873",0.55,9,381,0,61,1.004574143,0
"1874",0.55,9,381,0,61,0.999520518,0
"1875",0.55,8,381,0,61,0.999065024,0
"1876",0.55,9,381,1,61,1.01154659,0
"1877",0.55,9,381,0,61,0.992881363,0
"1878",0.55,8,381,0,61,0.989772527,0
"1879",0.55,9,381,1,61,1.005869445,0
"1880",0.55,9,381,1,61,1.023690623,0
"1881",0.55,8,386,0,61,1.00399304,0
"1882",0.55,7,386,0,61,1.003581981,0
"1883",0.55,7,386,0,61,1.002945132,0
"1884",0.55,8,386,0,61,1.000952602,0
"1885",0.55,9,386,0,61,0.996247187,0
"1886",0.55,9,386,1,61,1.012022252,0
"1887",0.55,8,386,0,61,0.995917348,0
"1888",0.55,8,386,0,61,0.989266155,0
"1889",0.55,9,386,1,61,1.005725531,0
"1890",0.55,8,386,1,61,1.006878746,0
"1891",0.55,8,391,0,61,1.000751673,0
"1892",0.55,7,391,0,61,1.003293185,0
"1893",0.55,9,391,0,61,1.001436635,0
"1894",0.55,8,391,0,61,1.001280465,0
"1895",0.55,8,391,0,61,0.999339335,0
"1896",0.55,9,391,1,61,1.012491585,0
"1897",0.55,7,391,0,61,1.004301036,0
"1898",0.55,6,391,0,61,0.977482607,0
"1899",0.55,9,391,1,61,1.005536393,0
"1900",0.55,8,391,1,61,1.006825508,0
"1901",0.55,8,396,0,61,1.000455585,0
"1902",0.55,8,396,0,61,0.99932897,0
"1903",0.55,8,396,0,61,0.998526651,0
"1904",0.55,6,396,0,61,1.002540559,0
"1905",0.55,8,396,0,61,0.999319594,0
"1906",0.55,9,396,1,61,1.013189913,0
"1907",0.55,7,396,0,61,1.004131882,0
"1908",0.55,7,396,0,61,0.977265071,0
"1909",0.55,9,396,1,61,1.005332584,0
"1910",0.55,9,396,1,61,1.022910754,0
"1911",0.55,8,401,0,61,1.000077533,0
"1912",0.55,10,401,0,61,1.000884387,0
"1913",0.55,8,401,0,61,0.998143377,0
"1914",0.55,6,401,0,61,0.996519611,0
"1915",0.55,8,401,0,61,1.00076593,0
"1916",0.55,7,401,1,61,1.006178779,0
"1917",0.55,7,401,1,61,1.006866916,0
"1918",0.55,8,401,0,61,0.975484105,0
"1919",0.55,9,401,1,61,1.005139469,0
"1920",0.55,8,401,1,61,1.021510929,0
"1921",0.55,8,406,0,61,0.999744651,0
"1922",0.55,7,406,0,61,0.999457662,0
"1923",0.55,9,406,0,61,0.998903656,0
"1924",0.55,9,406,0,61,0.996867131,0
"1925",0.55,7,406,0,61,0.99946888,0
"1926",0.55,7,406,0,61,1.004390368,0
"1927",0.55,7,406,1,61,1.006546912,0
"1928",0.55,7,406,0,61,0.995779763,0
"1929",0.55,9,406,0,61,1.004129453,0
"1930",0.55,7,406,1,61,1.020733806,0
"1931",0.55,8,411,0,61,0.999407087,0
"1932",0.55,8,411,0,61,0.996949423,0
"1933",0.55,6,411,0,61,0.997425282,0
"1934",0.55,8,411,0,61,1.001711087,0
"1935",0.55,9,411,0,61,0.993589779,0
"1936",0.55,6,411,0,61,1.003496864,0
"1937",0.55,8,411,0,61,1.000974004,0
"1938",0.55,6,411,0,61,0.995503881,0
"1939",0.55,9,411,0,61,0.984194727,0
"1940",0.55,8,411,1,61,1.020619411,0
"1941",0.55,8,416,0,61,0.996752409,0
"1942",0.55,8,416,0,61,0.996934682,0
"1943",0.55,7,416,0,61,0.996891256,0
"1944",0.55,6,416,0,61,0.999105947,0
"1945",0.55,8,416,0,61,0.999968388,0
"1946",0.55,9,416,0,61,1.001986955,0
"1947",0.55,7,416,0,61,1.001587096,0
"1948",0.55,7,416,0,61,1.004008767,0
"1949",0.55,9,416,0,61,0.987162175,0
"1950",0.55,9,416,1,61,1.015004877,0
"1951",0.55,8,421,0,61,0.996668761,0
"1952",0.55,7,421,0,61,0.996514494,0
"1953",0.55,7,421,0,61,0.996498563,0
"1954",0.55,6,421,0,61,1.002545857,0
"1955",0.55,6,421,0,61,0.99654261,0
"1956",0.55,10,421,1,61,1.007052063,0
"1957",0.55,6,421,0,61,1.004151705,0
"1958",0.55,6,421,1,61,1.014374484,0
"1959",0.55,9,421,0,61,0.986668679,0
"1960",0.55,9,421,1,61,1.013556637,0
"1961",0.55,7,426,0,61,0.996284874,0
"1962",0.55,7,426,0,61,0.996138696,0
"1963",0.55,6,426,0,61,0.997541992,0
"1964",0.55,6,426,0,61,0.998776911,0
"1965",0.55,8,426,0,61,0.995804556,0
"1966",0.55,6,426,0,61,1.000944521,0
"1967",0.55,8,426,0,61,1.001681465,0
"1968",0.55,8,426,1,61,1.005803482,0
"1969",0.55,6,426,0,61,0.978658107,0
"1970",0.55,6,426,1,61,1.013013145,0
"1971",0.55,7,431,0,61,0.994009083,0
"1972",0.55,7,431,0,61,0.995435531,0
"1973",0.55,7,431,0,61,0.995546754,0
"1974",0.55,6,431,0,61,0.996901131,0
"1975",0.55,7,431,0,61,0.986234767,0
"1976",0.55,6,431,0,61,0.998123653,0
"1977",0.55,6,431,0,61,0.999186341,0
"1978",0.55,7,431,0,61,1.003039349,0
"1979",0.55,6,431,0,61,0.978742643,0
"1980",0.55,6,431,1,61,1.012519213,0
"1981",0.55,7,436,0,61,0.995573678,0
"1982",0.55,7,436,0,61,0.99459255,0
"1983",0.55,8,436,0,61,0.995498821,0
"1984",0.55,7,436,0,61,0.996534539,0
"1985",0.55,7,436,0,61,0.993973978,0
"1986",0.55,7,436,0,61,0.996866244,0
"1987",0.55,6,436,0,61,0.999665599,0
"1988",0.55,7,436,0,61,1.002854791,0
"1989",0.55,6,436,0,61,0.975359124,0
"1990",0.55,6,436,1,61,1.012018846,0
"1991",0.55,7,441,0,61,0.995058677,0
"1992",0.55,8,441,0,61,0.994733238,0
"1993",0.55,8,441,0,61,0.99514246,0
"1994",0.55,7,441,0,61,0.99622759,0
"1995",0.55,8,441,0,61,0.992801179,0
"1996",0.55,6,441,0,61,0.997473182,0
"1997",0.55,6,441,0,61,1.001473546,0
"1998",0.55,6,441,0,61,1.002104561,0
"1999",0.55,7,441,0,61,0.971769197,0
"2000",0.55,6,441,1,61,1.011659435,0
"2001",0.55,8,446,0,61,0.995796476,0
"2002",0.55,9,446,0,61,0.994211196,0
"2003",0.55,8,446,0,61,0.994862897,0
"2004",0.55,7,446,0,61,0.996438831,0
"2005",0.55,7,446,0,61,0.993928336,0
"2006",0.55,6,446,0,61,0.997060713,0
"2007",0.55,6,446,0,61,0.998463301,0
"2008",0.55,6,446,0,61,0.999672792,0
"2009",0.55,7,446,0,61,0.98295308,0
"2010",0.55,6,446,0,61,1.003323967,0
"2011",0.55,6,451,0,61,0.994656883,0
"2012",0.55,6,451,0,61,0.994913334,0
"2013",0.55,8,451,0,61,0.990733142,0
"2014",0.55,7,451,0,61,0.996247143,0
"2015",0.55,8,451,0,61,0.994303093,0
"2016",0.55,7,451,0,61,0.995817636,0
"2017",0.55,6,451,0,61,0.999000006,0
"2018",0.55,6,451,0,61,0.999611941,0
"2019",0.55,6,451,0,61,0.98407565,0
"2020",0.55,6,451,0,61,1.003560035,0
"2021",0.55,6,456,0,61,0.991159803,0
"2022",0.55,6,456,0,61,1.000313641,0
"2023",0.55,6,456,0,61,0.988480285,0
"2024",0.55,7,456,0,61,0.984880758,0
"2025",0.55,8,456,0,61,0.994959718,0
"2026",0.55,8,456,0,61,0.997618957,0
"2027",0.55,6,456,0,61,0.998858778,0
"2028",0.55,6,456,1,61,1.009288512,0
"2029",0.55,6,456,0,61,0.985902024,0
"2030",0.55,7,456,0,61,1.002875611,0
"2031",0.55,6,461,0,61,0.994306534,0
"2032",0.55,7,461,0,61,0.999983958,0
"2033",0.55,6,461,0,61,0.99304061,0
"2034",0.55,7,461,0,61,0.999444785,0
"2035",0.55,8,461,0,61,0.995352048,0
"2036",0.55,8,461,0,61,0.997296768,0
"2037",0.55,7,461,0,61,0.989223094,0
"2038",0.55,6,461,0,61,1.000024475,0
"2039",0.55,6,461,0,61,0.98708049,0
"2040",0.55,7,461,0,61,1.002813601,0
"2041",0.55,8,466,0,61,0.995956505,0
"2042",0.55,6,466,0,61,0.997422025,0
"2043",0.55,6,466,0,61,0.995511514,0
"2044",0.55,6,466,0,61,0.991731529,0
"2045",0.55,6,466,0,61,0.987364022,0
"2046",0.55,8,466,0,61,0.996843516,0
"2047",0.55,8,466,0,61,0.987893207,0
"2048",0.55,6,466,0,61,0.999818039,0
"2049",0.55,6,466,0,61,0.999171159,0
"2050",0.55,8,466,1,61,1.010918509,0
"2051",0.55,7,471,0,61,0.996495941,0
"2052",0.55,6,471,0,61,0.994751937,0
"2053",0.55,6,471,0,61,0.994484448,0
"2054",0.55,6,471,0,61,0.992590542,0
"2055",0.55,7,471,0,61,0.990477403,0
"2056",0.55,6,471,0,61,0.994587013,0
"2057",0.55,7,471,0,61,0.990114648,0
"2058",0.55,6,471,0,61,1.000181627,0
"2059",0.55,6,471,0,61,0.999056995,0
"2060",0.55,6,471,0,61,0.987297763,0
"2061",0.55,7,476,0,61,0.993948217,0
"2062",0.55,8,476,0,61,0.992481228,0
"2063",0.55,7,476,0,61,0.995012276,0
"2064",0.55,6,476,0,61,0.992638438,0
"2065",0.55,6,476,0,61,0.990460827,0
"2066",0.55,7,476,0,61,0.994638289,0
"2067",0.55,6,476,0,61,1.002707088,0
"2068",0.55,6,476,0,61,0.99875696,0
"2069",0.55,6,476,0,61,0.988397207,0
"2070",0.55,7,476,0,61,0.99198125,0
"2071",0.55,7,481,0,61,0.993894032,0
"2072",0.55,7,481,0,61,0.992694547,0
"2073",0.55,6,481,0,61,0.993457139,0
"2074",0.55,6,481,0,61,0.992026662,0
"2075",0.55,6,481,0,61,0.990168051,0
"2076",0.55,6,481,0,61,0.993124888,0
"2077",0.55,6,481,0,61,1.002338821,0
"2078",0.55,6,481,0,61,0.999716241,0
"2079",0.55,6,481,0,61,0.987332717,0
"2080",0.55,6,481,0,61,0.996532327,0
"2081",0.55,6,486,0,61,1.003548217,0
"2082",0.55,7,486,0,61,1.003517179,0
"2083",0.55,6,486,0,61,1.000838278,0
"2084",0.55,8,486,0,61,0.992293731,0
"2085",0.55,6,486,0,61,0.989771269,0
"2086",0.55,6,486,0,61,0.991220543,0
"2087",0.55,6,486,0,61,1.002418315,0
"2088",0.55,8,486,0,61,1.002334826,0
"2089",0.55,8,486,0,61,0.982505862,0
"2090",0.55,6,486,0,61,0.998663013,0
"2091",0.55,7,491,0,61,0.999589777,0
"2092",0.55,6,491,0,61,1.002220488,0
"2093",0.55,7,491,0,61,1.00380191,0
"2094",0.55,6,491,0,61,0.992038093,0
"2095",0.55,7,491,0,61,0.982408198,0
"2096",0.55,6,491,0,61,0.987700618,0
"2097",0.55,7,491,0,61,1.002074395,0
"2098",0.55,6,491,0,61,1.003186262,0
"2099",0.55,7,491,0,61,0.989923978,0
"2100",0.55,8,491,0,61,0.993653859,0
"2101",0.55,7,496,0,61,0.998860108,0
"2102",0.55,6,496,1,61,1.009504624,0
"2103",0.55,6,496,0,61,0.999160913,0
"2104",0.55,6,496,0,61,0.989972909,0
"2105",0.55,6,496,0,61,0.978113536,0
"2106",0.55,7,496,0,61,0.990176513,0
"2107",0.55,8,496,0,61,1.00381553,0
"2108",0.55,7,496,0,61,1.003425627,0
"2109",0.55,8,496,0,61,1.003435536,0
"2110",0.55,6,496,0,61,0.98683791,0
"2111",0.55,6,501,0,61,0.999701703,0
"2112",0.55,6,501,1,61,1.011487257,0
"2113",0.55,6,501,0,61,0.99929912,0
"2114",0.55,6,501,0,61,0.989458004,0
"2115",0.55,6,501,0,61,0.982004156,0
"2116",0.55,8,501,0,61,0.989929728,0
"2117",0.55,7,501,0,61,1.003003013,0
"2118",0.55,8,501,0,61,1.003651417,0
"2119",0.55,6,501,0,61,0.999337101,0
"2120",0.55,6,501,0,61,0.98678756,0
"2121",0.55,10,506,0,61,1.002946101,0
"2122",0.55,7,506,0,61,0.999684635,0
"2123",0.55,6,506,0,61,0.999515331,0
"2124",0.55,6,506,0,61,0.991743692,0
"2125",0.55,6,506,0,61,0.996914641,0
"2126",0.55,6,506,0,61,0.991652625,0
"2127",0.55,8,506,0,61,1.003348105,0
"2128",0.55,7,506,0,61,1.000665143,0
"2129",0.55,6,506,0,61,0.999747191,0
"2130",0.55,9,506,0,61,0.989086089,0
"2131",0.55,8,511,0,61,1.003868087,0
"2132",0.55,8,511,0,61,1.003400814,0
"2133",0.55,6,511,0,61,1.002976602,0
"2134",0.55,6,511,0,61,0.993614292,0
"2135",0.55,6,511,0,61,0.994068566,0
"2136",0.55,6,511,0,61,0.989786199,0
"2137",0.55,7,511,0,61,1.004829807,0
"2138",0.55,7,511,0,61,1.003851383,0
"2139",0.55,6,511,0,61,1.003463881,0
"2140",0.55,9,511,0,61,0.990924857,0
"2141",0.55,8,516,0,61,1.002125507,0
"2142",0.55,7,516,0,61,1.002333775,0
"2143",0.55,6,516,0,61,1.001763789,0
"2144",0.55,6,516,0,61,0.992041551,0
"2145",0.55,7,516,0,61,0.99597725,0
"2146",0.55,6,516,0,61,0.984912766,0
"2147",0.55,6,516,0,61,1.000873286,0
"2148",0.55,6,516,0,61,0.999893007,0
"2149",0.55,11,516,0,61,1.002258366,0
"2150",0.55,6,516,0,61,0.988562839,0
"2151",0.55,6,521,0,61,1.002361864,0
"2152",0.55,7,521,0,61,1.00232478,0
"2153",0.55,7,521,0,61,1.003537084,0
"2154",0.55,6,521,0,61,0.991870139,0
"2155",0.55,6,521,0,61,0.993603276,0
"2156",0.55,6,521,0,61,0.983449609,0
"2157",0.55,7,521,0,61,1.001316852,0
"2158",0.55,7,521,0,61,1.004027196,0
"2159",0.55,8,521,0,61,1.001557082,0
"2160",0.55,6,521,0,61,0.987727981,0
"2161",0.55,8,526,0,61,1.002278631,0
"2162",0.55,7,526,0,61,1.001323062,0
"2163",0.55,6,526,0,61,1.002228586,0
"2164",0.55,7,526,0,61,0.991524675,0
"2165",0.55,6,526,0,61,0.991560014,0
"2166",0.55,6,526,0,61,0.985668209,0
"2167",0.55,6,526,0,61,1.00128129,0
"2168",0.55,6,526,0,61,1.002318417,0
"2169",0.55,7,526,0,61,1.001694838,0
"2170",0.55,6,526,0,61,0.992393293,0
"2171",0.55,6,531,0,61,1.002225655,0
"2172",0.55,6,531,0,61,1.000654733,0
"2173",0.55,7,531,0,61,1.000896781,0
"2174",0.55,6,531,0,61,0.988383333,0
"2175",0.55,6,531,0,61,0.99286023,0
"2176",0.55,6,531,0,61,1.000295093,0
"2177",0.55,6,531,0,61,0.995781393,0
"2178",0.55,6,531,0,61,1.002038235,0
"2179",0.55,6,531,0,61,0.996381461,0
"2180",0.55,6,531,0,61,1.000877597,0
"2181",0.55,6,536,1,61,1.011186331,0
"2182",0.55,6,536,0,61,0.995704843,0
"2183",0.55,6,536,0,61,0.996687482,0
"2184",0.55,8,536,0,61,0.992141938,0
"2185",0.55,6,536,0,61,0.990703714,0
"2186",0.55,6,536,0,61,1.002075128,0
"2187",0.55,6,536,0,61,0.998499864,0
"2188",0.55,6,536,0,61,1.001635632,0
"2189",0.55,6,536,0,61,0.993736496,0
"2190",0.55,6,536,0,61,1.000955338,0
"2191",0.55,6,541,1,61,1.011101524,0
"2192",0.55,7,541,0,61,0.995548723,0
"2193",0.55,6,541,0,61,0.996666441,0
"2194",0.55,8,541,0,61,1.001603936,0
"2195",0.55,6,541,0,61,0.990180007,0
"2196",0.55,6,541,0,61,1.003345921,0
"2197",0.55,6,541,0,61,0.995284477,0
"2198",0.55,6,541,0,61,1.000863049,0
"2199",0.55,6,541,0,61,0.993621628,0
"2200",0.55,6,541,0,61,1.002666183,0
"2201",0.55,7,546,1,61,1.007075357,0
"2202",0.55,7,546,0,61,0.982081595,0
"2203",0.55,7,546,0,61,0.992402993,0
"2204",0.55,6,546,0,61,0.996983575,0
"2205",0.55,8,546,0,61,0.989423369,0
"2206",0.55,6,546,0,61,0.992005122,0
"2207",0.55,6,546,0,61,0.995784413,0
"2208",0.55,6,546,0,61,1.001214044,0
"2209",0.55,6,546,1,61,1.006141193,0
"2210",0.55,6,546,0,61,1.001907877,0
"2211",0.55,7,551,0,61,0.995177069,0
"2212",0.55,7,551,0,61,0.980839119,0
"2213",0.55,6,551,0,61,0.991735501,0
"2214",0.55,6,551,0,61,0.997435658,0
"2215",0.55,6,551,0,61,1.00028879,0
"2216",0.55,6,551,1,61,1.014241153,0
"2217",0.55,6,551,0,61,1.00021017,0
"2218",0.55,6,551,0,61,1.001301993,0
"2219",0.55,6,551,0,61,1.003458126,0
"2220",0.55,6,551,0,61,1.000759764,0
"2221",0.55,6,556,0,61,0.994422548,0
"2222",0.55,6,556,0,61,0.981963265,0
"2223",0.55,6,556,0,61,0.991062894,0
"2224",0.55,7,556,0,61,0.995293705,0
"2225",0.55,6,556,0,61,0.999330722,0
"2226",0.55,7,556,1,61,1.009665375,0
"2227",0.55,6,556,0,61,1.001184833,0
"2228",0.55,6,556,0,61,1.001201163,0
"2229",0.55,6,556,0,61,0.999736059,0
"2230",0.55,6,556,0,61,0.99994088,0
"2231",0.55,6,561,0,61,0.994376114,0
"2232",0.55,6,561,0,61,0.981638473,0
"2233",0.55,6,561,0,61,0.991017302,0
"2234",0.55,6,561,0,61,0.995015084,0
"2235",0.55,6,561,0,61,0.999299529,0
"2236",0.55,6,561,0,61,0.999393419,0
"2237",0.55,6,561,0,61,1.001256698,0
"2238",0.55,6,561,0,61,1.000842865,0
"2239",0.55,6,561,0,61,0.999451345,0
"2240",0.55,6,561,0,61,1.001127005,0
"2241",0.55,7,566,0,61,0.99564804,0
"2242",0.55,8,566,0,61,0.978043444,0
"2243",0.55,7,566,0,61,0.992793534,0
"2244",0.55,7,566,0,61,0.997198962,0
"2245",0.55,7,566,0,61,0.997865672,0
"2246",0.55,7,566,0,61,0.999916225,0
"2247",0.55,6,566,0,61,0.998999428,0
"2248",0.55,6,566,0,61,0.998972539,0
"2249",0.55,6,566,0,61,1.001729336,0
"2250",0.55,6,566,0,61,1.000785967,0
"2251",0.55,6,571,0,61,0.994335266,0
"2252",0.55,6,571,0,61,0.977004961,0
"2253",0.55,6,571,0,61,0.990302018,0
"2254",0.55,8,571,0,61,0.995924551,0
"2255",0.55,6,571,0,61,0.999584874,0
"2256",0.55,7,571,0,61,1.00097182,0
"2257",0.55,6,571,0,61,0.994964067,0
"2258",0.55,6,571,0,61,0.999253421,0
"2259",0.55,6,571,0,61,1.001379798,0
"2260",0.55,6,571,0,61,1.001166687,0
"2261",0.55,6,576,0,61,0.992104303,0
"2262",0.55,6,576,0,61,0.976477115,0
"2263",0.55,6,576,0,61,0.991096831,0
"2264",0.55,8,576,0,61,0.995473586,0
"2265",0.55,9,576,0,61,1.001350518,0
"2266",0.55,8,576,1,61,1.01282645,0
"2267",0.55,9,576,0,61,0.997783595,0
"2268",0.55,6,576,0,61,0.999532407,0
"2269",0.55,6,576,0,61,1.000967034,0
"2270",0.55,6,576,0,61,1.000536263,0
"2271",0.55,7,581,0,61,0.992249091,0
"2272",0.55,6,581,0,61,0.975303019,0
"2273",0.55,6,581,0,61,0.988350806,0
"2274",0.55,8,581,0,61,0.995408751,0
"2275",0.55,9,581,0,61,1.001362792,0
"2276",0.55,9,581,1,61,1.012633697,0
"2277",0.55,8,581,0,61,0.993145724,0
"2278",0.55,6,581,0,61,0.999504749,0
"2279",0.55,6,581,0,61,1.000944104,0
"2280",0.55,6,581,0,61,1.000504983,0
"2281",0.55,7,586,0,61,0.992041486,0
"2282",0.55,6,586,0,61,0.978030778,0
"2283",0.55,6,586,0,61,0.988735512,0
"2284",0.55,8,586,0,61,0.99580041,0
"2285",0.55,8,586,0,61,1.000905461,0
"2286",0.55,8,586,1,61,1.009090199,0
"2287",0.55,8,586,0,61,0.994530425,0
"2288",0.55,7,586,0,61,1.000888458,0
"2289",0.55,6,586,0,61,0.997219951,0
"2290",0.55,6,586,0,61,1.000612418,0
"2291",0.55,6,591,0,61,0.9981018,0
"2292",0.55,6,591,0,61,0.981814254,0
"2293",0.55,6,591,0,61,0.989107131,0
"2294",0.55,6,591,0,61,0.990293625,0
"2295",0.55,8,591,0,61,1.001002279,0
"2296",0.55,9,591,1,61,1.008769262,0
"2297",0.55,8,591,0,61,0.991371284,0
"2298",0.55,7,591,0,61,1.000852412,0
"2299",0.55,6,591,0,61,1.000109836,0
"2300",0.55,6,591,1,61,1.00641042,0
"2301",0.55,6,596,0,61,0.992358167,0
"2302",0.55,7,596,0,61,0.981893827,0
"2303",0.55,6,596,0,61,0.992510805,0
"2304",0.55,6,596,0,61,0.993361707,0
"2305",0.55,7,596,0,61,0.999541809,0
"2306",0.55,8,596,0,61,1.000328497,0
"2307",0.55,7,596,0,61,0.989776577,0
"2308",0.55,7,596,0,61,1.000234636,0
"2309",0.55,6,596,0,61,0.999706545,0
"2310",0.55,6,596,1,61,1.005829491,0
"2311",0.55,8,601,0,61,0.997948093,0
"2312",0.55,7,601,0,61,0.981991442,0
"2313",0.55,6,601,0,61,0.992630061,0
"2314",0.55,6,601,0,61,0.993528647,0
"2315",0.55,7,601,0,61,0.999598393,0
"2316",0.55,8,601,0,61,1.000429746,0
"2317",0.55,7,601,0,61,0.989638484,0
"2318",0.55,7,601,0,61,1.000227917,0
"2319",0.55,6,601,0,61,0.99972829,0
"2320",0.55,6,601,1,61,1.005618573,0
"2321",0.55,6,606,0,61,0.992170385,0
"2322",0.55,6,606,0,61,0.981751339,0
"2323",0.55,6,606,0,61,1.001927838,0
"2324",0.55,7,606,0,61,0.989695516,0
"2325",0.55,6,606,0,61,1.001308935,0
"2326",0.55,6,606,0,61,0.997972028,0
"2327",0.55,7,606,0,61,0.982423821,0
"2328",0.55,7,606,0,61,1.000201436,0
"2329",0.55,7,606,0,61,0.997553893,0
"2330",0.55,6,606,1,61,1.008242528,0
"2331",0.55,6,611,0,61,0.988200745,1
"2332",0.55,6,611,0,61,0.975343046,1
"2333",0.55,6,611,0,61,1.001154524,1
"2334",0.55,6,611,0,61,0.994755359,1
"2335",0.55,6,611,0,61,1.00066262,1
"2336",0.55,6,611,0,61,0.98962953,1
"2337",0.55,6,611,0,61,0.981620781,1
"2338",0.55,6,611,0,61,0.996368978,1
"2339",0.55,7,611,0,61,0.997524904,1
"2340",0.55,6,611,0,61,1.001541182,1
"2341",0.55,6,616,0,61,0.990294905,0
"2342",0.55,6,616,0,61,0.976005488,0
"2343",0.55,6,616,0,61,1.001154298,0
"2344",0.55,6,616,0,61,0.99084186,0
"2345",0.55,6,616,0,61,1.001800623,0
"2346",0.55,6,616,0,61,1.002067216,0
"2347",0.55,6,616,0,61,0.981669206,0
"2348",0.55,6,616,0,61,0.996170294,0
"2349",0.55,6,616,0,61,0.998444432,0
"2350",0.55,7,616,0,61,1.001728918,0
"2351",0.55,6,621,0,61,0.99023953,1
"2352",0.55,6,621,0,61,0.982618877,1
"2353",0.55,6,621,0,61,1.001169244,1
"2354",0.55,6,621,0,61,1.001035588,1
"2355",0.55,6,621,0,61,1.001800204,1
"2356",0.55,6,621,0,61,1.002060095,1
"2357",0.55,6,621,0,61,0.981791393,1
"2358",0.55,6,621,0,61,0.996964658,1
"2359",0.55,6,621,0,61,0.998424714,1
"2360",0.55,7,621,0,61,1.001712237,1
"2361",0.55,6,626,0,61,0.990321917,1
"2362",0.55,6,626,0,61,0.985673874,1
"2363",0.55,6,626,0,61,1.001020055,1
"2364",0.55,6,626,0,61,1.000902748,1
"2365",0.55,6,626,0,61,1.001788581,1
"2366",0.55,6,626,0,61,1.001014219,1
"2367",0.55,6,626,0,61,0.981850651,1
"2368",0.55,6,626,0,61,0.995981238,1
"2369",0.55,6,626,0,61,0.998827418,1
"2370",0.55,7,626,0,61,1.00210662,1
"2371",0.55,6,631,0,61,0.990401963,0
"2372",0.55,6,631,0,61,0.985086379,0
"2373",0.55,6,631,0,61,1.000951632,0
"2374",0.55,6,631,0,61,1.001765632,0
"2375",0.55,6,631,0,61,1.001776193,0
"2376",0.55,6,631,0,61,1.001823594,0
"2377",0.55,6,631,0,61,0.981919557,0
"2378",0.55,6,631,0,61,0.999956814,0
"2379",0.55,7,631,0,61,0.998051373,0
"2380",0.55,6,631,0,61,1.000281006,0
"2381",0.55,6,636,0,61,0.994537994,0
"2382",0.55,6,636,0,61,0.98551685,0
"2383",0.55,6,636,0,61,1.001576665,0
"2384",0.55,6,636,0,61,1.001749557,0
"2385",0.55,6,636,0,61,1.001054748,0
"2386",0.55,6,636,0,61,1.001808126,0
"2387",0.55,6,636,0,61,0.981997841,0
"2388",0.55,7,636,0,61,0.999103258,0
"2389",0.55,7,636,0,61,0.998092085,0
"2390",0.55,7,636,0,61,1.001125104,0
"2391",0.55,6,641,0,61,0.995022435,0
"2392",0.55,6,641,0,61,0.985615034,0
"2393",0.55,6,641,0,61,1.001593912,0
"2394",0.55,6,641,0,61,1.003420657,0
"2395",0.55,6,641,0,61,1.001079843,0
"2396",0.55,6,641,0,61,1.001808651,0
"2397",0.55,6,641,0,61,0.982119429,0
"2398",0.55,7,641,0,61,0.998910386,0
"2399",0.55,6,641,0,61,0.99946681,0
"2400",0.55,7,641,0,61,1.001117356,0
"2401",0.55,11,46,0,76,0.929728903,0
"2402",0.55,10,46,1,76,1.091962831,0
"2403",0.55,12,46,0,76,0.931595894,0
"2404",0.55,11,46,0,76,0.992617971,0
"2405",0.55,14,46,0,76,0.963020896,0
"2406",0.55,12,46,0,76,0.97320128,0
"2407",0.55,16,46,1,76,1.052338261,0
"2408",0.55,14,46,1,76,1.012364409,0
"2409",0.55,14,46,1,76,1.040231833,0
"2410",0.55,14,46,1,76,1.039644397,0
"2411",0.55,12,51,0,76,0.972413791,0
"2412",0.55,13,51,0,76,0.958042433,0
"2413",0.55,15,51,0,76,0.931231041,0
"2414",0.55,12,51,1,76,1.015460328,0
"2415",0.55,12,51,0,76,0.996896265,0
"2416",0.55,15,51,0,76,0.907209294,0
"2417",0.55,16,51,1,76,1.069877679,0
"2418",0.55,16,51,1,76,1.06854962,0
"2419",0.55,16,51,1,76,1.130945241,0
"2420",0.55,14,51,0,76,0.953930261,0
